date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:10:10	575/575	---M--	404	error ('Not%20Found')	text/html	etag:%2223f-4ae8f0ab47e80%22	http://digitonaut.com/robots.txt		(from )
18:10:10	6131/6131	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:10%20GMT	http://digitonaut.com/art/magmatic_lava/	C:/My%20Web%20Sites/m/digitonaut.com/art/magmatic_lava/index.html	(from )
18:10:11	5382/5382	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:11%20GMT	http://digitonaut.com/art/machine_dna/	C:/My%20Web%20Sites/m/digitonaut.com/art/machine_dna/index.html	(from )
18:10:11	664/664	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:11%20GMT	http://digitonaut.com/art/magnetic_field_recreation/	C:/My%20Web%20Sites/m/digitonaut.com/art/magnetic_field_recreation/index.html	(from )
18:10:11	3839/3839	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:11%20GMT	http://digitonaut.com/art/mandelbrot-paulofalcao/	C:/My%20Web%20Sites/m/digitonaut.com/art/mandelbrot-paulofalcao/index.html	(from )
18:10:11	11056/11056	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:11%20GMT	http://digitonaut.com/art/mandelbox_sweeper/	C:/My%20Web%20Sites/m/digitonaut.com/art/mandelbox_sweeper/index.html	(from )
18:10:12	7604/7604	---M-Z	200	added ('OK')	application/javascript	etag:W/%221db4-5db9a4542dde0%22	http://digitonaut.com/art/machine_dna/shader-web-background.min.js	C:/My%20Web%20Sites/m/digitonaut.com/art/machine_dna/shader-web-background.min.js	(from http://digitonaut.com/art/machine_dna/)
18:10:12	6113/6113	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:12%20GMT	http://digitonaut.com/art/mandelbulb/	C:/My%20Web%20Sites/m/digitonaut.com/art/mandelbulb/index.html	(from )
18:10:13	13612/13612	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:12%20GMT	http://digitonaut.com/art/manta_ray/	C:/My%20Web%20Sites/m/digitonaut.com/art/manta_ray/index.html	(from )
18:10:13	5664/5664	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:13%20GMT	http://digitonaut.com/art/many_hallways/	C:/My%20Web%20Sites/m/digitonaut.com/art/many_hallways/index.html	(from )
18:10:13	3658/3658	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:13%20GMT	http://digitonaut.com/art/marching_cubes/	C:/My%20Web%20Sites/m/digitonaut.com/art/marching_cubes/index.html	(from )
18:10:13	131/131	---M--	200	added ('OK')	text/css	etag:%2283-5db9a457c21f9%22	http://digitonaut.com/art/magmatic_lava/main.css	C:/My%20Web%20Sites/m/digitonaut.com/art/magmatic_lava/main.css	(from http://digitonaut.com/art/magmatic_lava/)
18:10:14	12310/12310	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:14%20GMT	http://digitonaut.com/art/mars_jetpack/	C:/My%20Web%20Sites/m/digitonaut.com/art/mars_jetpack/index.html	(from )
18:10:14	9703/9703	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:11%20GMT	http://digitonaut.com/art/mandelbrot_pattern/	C:/My%20Web%20Sites/m/digitonaut.com/art/mandelbrot_pattern/index.html	(from )
18:10:14	121696/121696	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:13%20GMT	http://digitonaut.com/art/mario_vintage/	C:/My%20Web%20Sites/m/digitonaut.com/art/mario_vintage/index.html	(from )
18:10:15	1907/1907	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:14%20GMT	http://digitonaut.com/art/matrix/	C:/My%20Web%20Sites/m/digitonaut.com/art/matrix/index.html	(from )
18:10:15	412/412	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:15%20GMT	http://digitonaut.com/art/matrix_digital_rain/	C:/My%20Web%20Sites/m/digitonaut.com/art/matrix_digital_rain/index.html	(from )
18:10:15	2461/2461	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:15%20GMT	http://digitonaut.com/art/matrix_vorocloud/	C:/My%20Web%20Sites/m/digitonaut.com/art/matrix_vorocloud/index.html	(from )
18:10:15	39575/39575	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:15%20GMT	http://digitonaut.com/art/matroshka/	C:/My%20Web%20Sites/m/digitonaut.com/art/matroshka/index.html	(from )
18:10:16	4652/4652	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:15%20GMT	http://digitonaut.com/art/maze_explorer/	C:/My%20Web%20Sites/m/digitonaut.com/art/maze_explorer/index.html	(from )
18:10:16	20804/20804	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:16%20GMT	http://digitonaut.com/art/maze_lattice/	C:/My%20Web%20Sites/m/digitonaut.com/art/maze_lattice/index.html	(from )
18:10:16	5699/5699	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:16%20GMT	http://digitonaut.com/art/megawave/	C:/My%20Web%20Sites/m/digitonaut.com/art/megawave/index.html	(from )
18:10:16	5260/5260	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:16%20GMT	http://digitonaut.com/art/menger_journey/	C:/My%20Web%20Sites/m/digitonaut.com/art/menger_journey/index.html	(from )
18:10:17	9981/9981	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2012:40:16%20GMT	http://digitonaut.com/art/mesh_odyssey/	C:/My%20Web%20Sites/m/digitonaut.com/art/mesh_odyssey/index.html	(from )
